,Question,A,B,C,D,Answer
56,晚上 6 点到 10 点之间，气温下降了 11°F。当晚上 10 点时温度是 84°F。写出并解一个方程，求出下午 6 点时的温度。,84 − 11 = t；73°F,t − 84 = 11；95°F,84 − t = 11；73°F,t − 11 = 84；95°F,D
57,Theresa 有一袋 72 颗弹珠。她把弹珠平分成 9 个组。哪个数字句子展示了如何找到 Theresa 放在每组中的弹珠的数量？,72 ÷ 9 = 8,72 – 9 = 63,9 + 72 = 81,9 ÷ 72 = 0.125,A
58,Rob 每 5 天用一盒猫粮喂他的猫。他每个月大约用多少盒猫粮？,2 盒,4 盒,5 盒,6 盒,D
59,4 和 10 的最小公倍数是多少？,14,20,40,60,B
60,求 4/7 + 2/7。,14-Jun,Aug-49,14/28,7-Jun,D
61,一个年代有多少年？,5,10,15,20,B
62,一月份有 31 天。Michelle 每月每天做 45 个俯卧撑。她用下面的表达式来计算她在一月份做的俯卧撑数量：31 × 45。Michelle 在一月份做了多少个俯卧撑？,125 个俯卧撑,279 个俯卧撑,"1,395 个俯卧撑","1,406 个俯卧撑",C
63,两个整数的最小公倍数是 60。每个数都小于或等于 12。这两个数的最大公因数是2。这两个数字是什么？,6 和 10,5 和 12,10 和 12,12 和 15,C
64,当 x = 2 时，求 −2(x−3) 的值。,−4,−2,10,2,D
65,4 盎司的一种冰淇淋含有 230 卡路里。6盎司的该冰淇淋含有多少卡路里？,232,236,345,460,C
66,估计 711 + 497 的值。其和在什么数字之间？,50 和 400,450 和 700,"750 和 1,000","1,050 和 1,300",D
67,Kohlberg 先生拥有一家花店。一天开始的时候，他有 152 朵玫瑰。Kohlberg 先生卖出了 96 朵玫瑰，然后想把剩下的玫瑰平均装入 8 个花瓶。每个花瓶里的玫瑰总数是多少？,7,12,48,56,A
68,估计 32 x 68 的值。乘积在什么数字之间？,18 和 28,180 和 280,"1,800 和 2,800","18,000 和 28,000",C
69,写出 77 的质因数分解。在可能的地方使用指数。,7 • 11^2 • 13,7^2 • 11,7 • 11 • 13,7 • 11,D
70,Old Town 报刊亭的杂志单价 2.99 美元，书籍单价 6.99 美元。4 本杂志和 3 本书的总成本是多少？,20.93 美元,28.93 美元,32.93 美元,48.93 美元,C
71,Umi 创建了一个数字模式 20、40、60、80 ……，通过每次添加相同的数量来获得下一个数字。该模式中第八个数是多少？,160,240,320,640,A
72,把 7 除以 33 写成小数。,0.021 循环小数,0.21 循环小数,0.22 循环小数,0.2121,B
73,Westview 学校正在购买新的篮球服。每件篮球服售价 46 美元。学校将买 12 套篮球服。哪个方程给出了一种计算篮球服总成本的方法？,(40 × 10) + (6 × 2) = 400 + 12,(40 × 6) + (10 × 2) = 240 + 20,(40 × 12) + (6 × 12) = 480 + 72,(40 × 12) + (60 × 12) = 480 + 720,C
74,Manuel 花了六千四十九美元买了一辆二手车。Manuel 买的那辆二手车的价格是多少？,649 美元,"6,049 美元","6,409 美元","6,490 美元",B
75,昨天，Micah 吃了偶数个草莓。他还吃了奇数个苹果。哪一组可以代表 Micah 昨天吃的草莓 S 和苹果 A ？,SSSSS；AAA,SSSSS；AAAA,SSSSSSSS；AAAA,SSSSSSSS；A,D
76,猫粮每磅 0.47 美元。一袋 6 磅的猫粮需要多少钱？,2.82 美元,2.97 美元,6.47 美元,12.77 美元,A
77,把 60/72 写成最简形式。,6-Apr,12-Oct,15/17,6-May,D
78,用最简形式以分数写出 2 杯比 3 夸脱的分数。,2-Mar,3-Feb,12-Feb,6-Jan,D
79,"Mills 图书馆有 1,007,199 本书。Springvale 图书馆有 907,082 本书。以下哪项是 Mills 图书馆比 Springvale 图书馆多多少书的最佳估计值？","100,000 本书","80,000 本书","10,000 本书","8,000 本书",A
80,Pat 让一个篮球在 30 秒内弹跳了 25 次。在这个速度下，Pat 在 150 秒内大约会让球弹多少次？,120,125,144,145,B
81,用数轴求 - 9 +(- 8) 的和。,−17,1,−1,17,A
82,方程 y/4 = 8 中 y 的值是多少？,2,4,12,32,D
83,把 4 又 4/5 写成假分数。,28/5,5-Apr,24/5,20/5,C
84,月球上物体的重量 m 大约是地球上物体重量 e 的 q 倍。下面哪个方程是用地球上物体的重量来表示月球上物体的近似重量？,m = 1/6 + e,m = e/6,m = 6+e,m = 6e,B
85,8 + 8 ÷ 2 + 2 =,4,8,10,14,D
86,下面哪个 y 值使 y + 2.9 = 11 成立？,8.1,8.9,9.1,13.9,A
87,40°角的余角是多少？,50°,130°,140°,220°,C
88,Kerri 在四场不同的比赛中跑了同样的距离。她的成绩分别是 18.04 秒、21.39 秒、12.99 秒和 14.14 秒。如果将单个成绩四舍五入到最接近的十分之一秒，那么 Kerri 在全部四场比赛中的总用时是多少？,66.6 秒,66.5 秒,66 秒,65.5 秒,B
89,解 3/4 * x = 24。,18,32,72,96,B
90,找出确切的答案：110 + 70,18,81,180,810,C
91,动物园里有 15 只巨嘴鸟和 60 只鹦鹉。动物园里巨嘴鸟的数量和鹦鹉的数量之比是多少？,1:04,1:05,4:01,4:05,A
92,36 和 90 的最大公因数是什么？,6,18,36,180,B
93,求 6 • 24 ÷ (8 − 5) 的值。,48,13,−13,54,A
94,42 和 84 的最大公因数是什么？,7,21,42,84,C
95,Gutierrez 女士需要为她的 32 名体育课学生订购绳子。每名学生都将收到一根 5 英尺 8 英寸长的绳子。Gutierrez 女士需要为她的班级订购的绳子的总长度是多少？,106 英尺 8 英寸,154 英尺 8 英寸,160 英尺 8 英寸,181 英尺 4 英寸,D
96,在 12 月份，一家玩具店卖出了 934 个拼图。每个拼图售价 6 美元（含税）。那么销售的拼图的总成本是多少（含税）？,"5,434 美元","5,484 美元","5,604 美元","5,684 美元",C
97,一个角等于一个圆的 1/360，这个角的度数是多少？,1,90,180,360,A
98,求使表达式成立的数字：26.1 mm = _ dm。,0.261,261,2.61,"2,610",A
99,一份沙拉酱是由 2 份醋和 5 份油混合而成的。多少盎司的油应该和 9 盎司的醋混合？,2,3.6,22.5,63,C
100,Kim 在 9 周内骑了 135 英里的自行车，每周都骑同样的距离。Eric 在 6 周内骑了 102 英里的自行车，每周都骑同样的距离。下面哪个说法正确地比较了他们每周骑行的英里数？,Eric 每周比 Kim 多骑 2 英里。,Kim 每周比 Eric 多骑 3 英里。,Kim 每周比 Eric 多骑 11 英里。,Eric 每周比 Kim 多骑 17 英里。,A
101,从给出的数字中找出方程 5x − 5 = −10 的解。,−1,−6,−4,−3,A
102,以 1.5厘米比 50 米的比例制作了一个公园模型。如果公园里两棵树之间的距离是 150 米，这个距离在模型上是多少？,0.5 厘米,4.5 厘米,75 厘米,225 厘米,B
103,Elizabeth 有一些贴纸。她把她的贴纸平均分给自己和两个朋友。每个人得到 4 个贴纸。哪个方程代表贴图的总数 s？,s + 3=4,s - 3=4,s/3 = 4,3s = 4,C
104,"Stephanie 从洛杉矶飞行 2,448 英里来到纽约市。把 Stephanie飞行的英里数四舍五入到最接近的千位是多少？","2,000","2,400","2,500","3,000",A
105,哪一对比率可以构成一个比例？,2/5 和 8/10,2/5 和 10/15,2/5 和 4/25,2/5 和 6/15,D
106,在一所大学中，大约 2/5 的大四学生会继续读研究生。如果一所大学有 750 名大四学生，预计有多少人会继续读研究生？,75 名大四学生,107 名大四学生,300 名大四学生,400 名大四学生,C
107,考虑数字模式 5、9、13、17、21、25、29。哪条规则可以用来制作这个模式？,从 0 开始。每次加 4 得到下一个数字。,从 0 开始。每次加 5 得到下一个数字。,从 5 开始。每次加 4 得到下一个数字。,从 5 开始。每次加 5 得到下一个数字。,C
108,Max 和 Jonathon 在摘草莓。Max 摘了 187 颗草莓。Jonathon 摘了 223 颗草莓。他们一起吃了 26 颗草莓。下面哪个表达式展示了一种求出 Max 和 Jonathon 剩下的草莓总数的方法？,190 + 220 – 30 + 4,185 + 225 – 25 + 1,200 + 200 – 30 – 4,200 + 200 – 25 – 1,A
109,在 West 小学，女生比男生多 20 人。如果有 180 个女孩，如何求出男孩的数量？,20 加 180,180 减去 20,180 乘以 20,180 除以 20,B
110,一台机器需要 12 分钟来装满 200 瓶苏打水。按照这个速度，这台机器需要多少分钟能装满 500 瓶苏打水？,25 分钟,28 分钟,30 分钟,40 分钟,C
111,一家餐厅上周用了 231 个鸡蛋。其中 46 个是红皮鸡蛋。其余的鸡蛋是白色的。哪个方程可以用来解上周用的白皮鸡蛋的数量 w？,231+ 46w = 0,46+w= 231,w= 231+ 46,231 = 46w,B
112,一位商店经理从其仓库订购衬衫。如下所述，衬衫被装进箱子送到商店。订购了 81 件衬衫。每个运输箱装 9 件衬衫。订购的所有衬衫需要多少个运货箱？,8,9,72,90,B
113,"减法 2,396 – 1,709",687,687,"1,493","1,695",A
114,Jerry 在 10 小时内读完了一本 200 页的书。按照这个速度，他要花多长时间能读完一本 320 页的书？,16 个小时,18 个小时,24 小时,32 小时,A
115,什么数乘以 4 等于 36？,6,7,8,9,D
116,将 34 升 18 厘升转换为升。,34.18 升,35.8 升,34.018 升,214 升,A
117,一个水箱能装 50 加仑。在 20 秒内装满水箱所需的流速是多少（单位是加仑每秒）？,0.4,2.5,16.7,70,B
118,Tara 可以在大约 18 分钟内冲洗 2 卷胶卷。按照这个速度，她冲洗 8 卷胶卷需要多长时间？,42 分钟,1 小时 12 分钟,1 小时 20 分钟,1 小时 44 分钟,B
119,Tisha 给她的朋友写了这样一个谜语：我有两个面，没有顶点，我可以滚动。我是什么？这个谜语的答案是什么？,圆锥体,圆柱体,球体,棱柱体,B
120,John 的朋友告诉他，在当地的一场音乐会上发传单可以挣 49 美元。John 想要计算每小时的工资。如果他总共工作 3.5 小时，可以用方程式 3.5x = 49 来计算他的每小时工资。John 每小时的工资是多少（美元）？,1.40 美元,14.00 美元,45.50 美元,171.50 美元,B
121,"24,513 中数字 5 的值是 357 中数字 5 的值的几倍？",10,100,"1,000","10,000",A
122,哪个表达式等于 5(4x + 3) — 2x？,18x+15,18x+3,7x+8,2x+8,A
123,Lucci 先生归纳整理了 5 袋笔。他在每个袋子里放了 19 支黑笔和 12 支红笔。哪个表达式表示了 Lucci 先生放入袋子中的笔的总数？,(5 × 19) + 12,5 × (19 + 12),5 + (19 × 12),(5 + 19) × 12,B
124,Sonia 和 Negin 总共有 27.00 美元。Sonia 花 12.35 美元买了一件衬衫，Negin 花 10.11 美元买了一双凉鞋。还剩多少钱？,4.46 美元,4.54 美元,5.36 美元,5.76 美元,B
125,邮局在一周内递送了一万八千零九十六封邮件。以展开形式如何书写邮件的数量？,"18 + 1,000 + 90 + 6","18 + 1,000 + 900 + 60","10,000 + 8,000 + 90 + 6","10,000 + 8,000 + 900 + 60",C
126,下列哪个不等于 3 又 3/4 加仑？,60 升,15 夸脱,30 品脱,13 夸脱,D
127,Jess 在上一场篮球比赛中得了 18 分。她投进的每一个球得 2 分。她投进了几个球？,20,16,9,8,C
128,Tayshawn 把 56 颗弹珠分成相等的组，没有剩下任何弹珠。对于 Tayshawn 所分的弹珠组，哪个陈述是正确的？,一共有 6 组弹珠，每组 8 个。,一共有 7 组弹珠，每组 7 个。,一共有 8 组弹珠，每组 7 个。,一共有 9 组弹珠，每组 6 个。,C
129,"表达式 2,816 × 7 的值是多少？","14,572","14,672","19,612","19,712",D
130,Miriam 的房子与 Debbie 的房子之间的距离是 444.44 米。关于他们房子之间的距离中的数字的值（以米为单位），哪个说法是正确的？,十分位上 4 的值是十位上 4 的值的1/10。,百分位上 4 的值是个位上 4 的值的1/10。,百位上 4 的值比个位上 4 的值大 10 倍。,十分位上 4 的值比百分位上 4 的值大 10 倍。,D
131,如果在 4 小时内行驶 308 公里，请写下单位速度。如果需要，四舍五入到最接近的百位。,82 公里/小时,74 公里/小时,72 公里/小时,77 公里/小时,D
132,对一个城市游泳池长度最合理的估计是多少？,1 米,25 米,1 公里,25 公里,B
133,一场音乐表演的时间表包括 3 组，每组 20 分钟，还包括 1 组 40 分钟。每组之间有 10 分钟的休息时间。音乐表演的总时长为 3(20 + 10)+ 40 分钟。音乐表演的总时长是多少？,73 分钟,110 分钟,130 分钟,210 分钟,C
134,求 24 和 36 的 LCM。,96,144,72,120,C
135,去年，Chesa 为一场学校聚会做了 32 份单杯汤。今年，她要做的汤是去年的两倍。Chesa 今年要做多少加仑的汤？,64,16,4,2,C
136,Emil 想在主队和客队的一场比赛中找出最受欢迎的足球队。以下哪一种方法能给他最准确的结果？,调查主队的啦啦队员,调查那些为客队戴帽子的人,调查一群排队买票的人,调查那些不住在主队所在城市的人,C
137,一家公司每生产 3 辆白色汽车，就生产 5 辆蓝色汽车。如果这家公司一天生产 15 辆白色汽车，那么它将生产多少辆蓝色汽车？,9,13,17,25,D
138,Steve 订购了塑料盒来存放他的棒球卡。每个箱子长 12 厘米，宽 6.5 厘米，高 1.25 厘米。一个棒球卡盒的体积是多少（以立方厘米为单位）？,39.5,97.5,118.5,202.25,B
139,Chris 以 16.99 美元一束的价格出售玫瑰。在一天结束时，他已经收到了 339.80 美元。他卖了多少束玫瑰花？,22,18,20,16,C
140,一家冰淇淋店一天卖出 48 杯香草奶昔，这占当天奶昔总销量的 40%。那天冰淇淋店售出的奶昔总数是多少？,60,72,100,120,D
141,当 a = 5、b = 3、c = 2 时，求 (c^2 − b^2)^2 + a^2 的值。,194,18,50,0,C
142,如果 x − 3 = 6，那么 x 的值是多少？,2,3,6,9,D
143,Joe 和 Mike 都参加了同一场跑步比赛。Joe 比 Mike 早 4 分钟跑完全程。如果 Mike 在下午 4:02 完成比赛，那么 Joe 在什么时间完成比赛？,下午 3:58,下午 4:06,下午 8:02,中午 12:02,A
144,Rich 测量一个纸板条的宽度为 5/6 英尺。第二个纸板条的宽度为 2/3 英尺。请估算两个纸板条的总宽度。,2英尺,1 又 1/2 英尺,1 英尺,3 英尺,B
145,一个形状是由 12 个大小相等的直角三角形组成的。每个直角三角形的底是 4 厘米，高是 5 厘米。这个形状的总面积是多少（单位是平方厘米）？,10,60,120,240,C
146,Tranquility 酒店每周的牛奶订单包括 40 加仑低脂牛奶和 15 加仑巧克力牛奶。Tranquility 酒店每周订购的牛奶中，低脂牛奶的加仑数与巧克力牛奶的加仑数的比例是多少？,3:01,5:01,5:03,8:03,D
147,Clark 先生的四年级班有 20 名学生。整个四年级的学生人数是 Clark 先生班上学生人数的 5 倍。哪个方程可以用来确定整个四年级的学生人数 n？,5xn= 20,5+20=n,20x5=n,20/n=5,C
148,当 x = 4 时，4x + 9 的值是多少？,13,17,25,52,C
149,用分配律重述表达式 4(3 + 2)。不要简化。,4(3) + 2,4(3) + 4(2),20,3 + 4(2),B
150,一堆 7 枚硬币的高度是 1 厘米。Nick 有一堆高度为 4 厘米的硬币。哪个方程可以用来求出 Nick 的一堆硬币的数量 n？,n =7+4,n =7–4,n =7×4,n =7÷4,C
151,"以下哪项是 4,286 × 390 的最佳估计值？","12,000,000","1,600,000","1,200,000","16,000",B
152,长为 l、宽为 w、高为 h 的长方体的表面积 S 可以用公式 S = 2(lw+ wh + hl) 求出。一个长 12 英寸、宽 9 英寸、高 2 英寸的长方体的表面积是多少（单位是平方英寸）？,300,258,150,92,A
153,一家购物中心想对在商场购物的人进行一次调查。哪个是最有代表性的样本？,在一家鞋店进行调查,在所有鞋店进行调查,在商场入口处进行调查,在离商场一英里远的地方进行调查,C
154,一群徒步旅行者从 Salt Flats（海拔 -55 英尺）爬到 Talon Bluff（海拔 620 英尺）。Talon Bluff 和 Salt Flats 在海拔上差多少？,565 英尺,575 英尺,665 英尺,675 英尺,D
155,在一节课开始时，班上一半的学生去图书馆。在这节课的晚些时候，剩下的学生中有一半去电脑室。如果班上还剩下 8 名学生，原来班上有多少名学生？,12 名学生,16 名学生,24 名学生,32 名学生,D
156,数字模式 5、20、35、50、65……遵循一种跳数规则。哪个数字模式遵循相同的规则？,5、20、25、30、35……,13、18、23、28、33……,12、27、42、57、72……,15、30、40、55、65……,C
157,一名老师有三包贴纸。第一包有 56 个贴纸，第二包有 48 个贴纸，第三包有 58 个贴纸。如果老师将所有贴纸平均分给 27 名学生，那么每名学生将收到多少个贴纸？,6 个贴纸,9 个贴纸,54 个贴纸,81 个贴纸,A
158,哪一组整数是按从小到大的顺序排列的？,−9、−6、−3、7、11,−3、−6、7、11、−9,11、−9、7、−6、−3,7、11、−6、−3、−9,A
159,7% 等于多少？,0.007,0.07,0.7,7,B
160,哪个比值能与 6/9 成比例？,12-Aug,6-Sep,6-Feb,24/27,A
161,Bella 的所有照片都在 8 本相册。每本相册有 25 张照片。哪个表达式展示了如何求 Bella 拥有的照片总数？,25 ÷ 8,25 – 8,25 + 8,25 × 8,D
162,32 × 67 的乘积是多少？,"1,824","1,934","2,044","2,144",D
163,求解 18.5 加仑/ m 加仑 = 3.60 加仑/7.5 加仑。如果需要，四舍五入到最近的百分位。,8.86,42.25,32.54,38.44,D
164,用相容数估计 117.83 ÷ 5.67 的商。,大约 10,大约 20,大约 30,大约 40,B
165,Marguerite 在之前的所有拼写测试中都取得了 75 到 89 分的成绩。她在下次考试中得了 100 分。下列哪个说法是正确的？,众数会增加。,平均值会增加。,平均值会减小。,中位数会减小。,B
166,估计 153 + 44 的值。其和在什么数字之间？,100 和 299,300 和 499,500 和 699,700 和 899,A
167,哪个集合中所有的值使不等式 2x — 1 < 10 为真？,"{10, 15, 20}","{5, 7, 9}","{4, 6, 8}","{2, 3, 4}",D
168,Erin 做了 12 品脱果汁。她每天喝 3 杯果汁。Erin 需要多少天才能喝完她做的所有果汁？,2 天,4 天,8 天,9 天,C
169,John 有 4 块饼干。Sara 比 John 多拥有 2 块饼干。Darius 拥有的饼干是 Sara 的 3 倍。Darius 有多少块饼干？,9,14,18,24,C
170,哪一组数字是按从小到大的顺序排列的？,0.25 1.6 1.0,1.0 0.25 1.6,0.25 1.0 1.6,1.6 1.0 0.25,C
171,求 −7 的反数。,7,−7,0.7,−7.7,A
172,Mai 的课余工作每小时挣 5.50 美元。她要工作多少小时才能挣到 132 美元？,16,20,24,28,C
173,我是一个数字。个位是 7。我小于 80，但大于 70。我的数字是多少？,71,73,77,79,C
174,当 y = 8 时，求 - 7(y - 6) 的值。,−14,50,−13,−62,A
175,从芝加哥到纽约的距离是 794 英里。794 四舍五入到最接近的百位是多少？,700,794,800,894,C
176,Katie 要去度假 3 周。她用 5 × 3 来求她将错过的工作天数。哪个表达式展示了 Katie 求她将错过的工作天数的另一种方式？,3+5,3+3+3,5+5+5,5+5+5+5+5,C
177,哪个表达式等于 720？,7x20,8x80,9x80,9x90,C
178,求 13/14 + 7/14。,1 又 4/7,1 又 3/7,1 又 5/14,20/28,B
179,用乘法的结合律来化简 8 • (−7) • (−1)。,−63,56,48,−56,A
180,一个面包师做了 232 个松饼。他把 190 个松饼送到了当地的一家酒店。他会把剩下的松饼放在盒子里。每个盒子可以装 6 个松饼。哪个方程可以用来求面包师需要的盒子数 b？,(232 - 190)/6=b,(232 + 190)x6=b,(232 - 190)x6=b,(232 + 190)/6=b,A
181,"如果 30,000 除以 10，然后再除以 10，结果是多少？",3,30,300,"3,000",C
182,求确切答案：145 + 281 + 62,426,488,946,"1,046",B
183,一辆汽车每加仑汽油能跑 24 英里 (mi/gal)。那么这辆车行驶 144 英里需要多少加仑的汽油？,6.5 加仑,6 加仑,5.5 加仑,5 加仑,B
184,哪一对表达式对于任何大于零的变量值都是等价的？,3(x+2) 和 3x+2,4d+ 2e 和 8d+e,f+f+f+g 和 3fg,b+b+3c 和 2b+ 3c,D
185,"West Valley 镇有 2,817 户家庭。每户家庭平均每天使用 380 加仑的水。使用 2,817 × 380 这个表达式来求 West Valley 的家庭平均每天使用的水的总加仑数。那么 West Valley 的家庭平均每天用多少加仑的水？","860,460 加仑","870,460 加仑","1,060,460 加仑","1,070,460 加仑",D
186,"一个棒球场有三个不同的区域可以坐。每个区域可以坐的人数如下所示。
* 红色区域能坐 200 人
* 蓝色区域能坐的人比红色区域少 20 人
* 绿色区域能坐的人是蓝色区域的 2 倍
棒球场能坐的总人数是多少?",260,380,640,740,D
187,一名篮球运动员在他的第一场比赛中得了 18 分。这比他第二场比赛少了 4 分。请写出并解一个方程，求出他在第二场比赛中得到的分数 p。,18 = p − 4；14,18 = p − 4；22,18 − 4 = p；14,18 − p = 4；22,B
188,求解 −6x = −36。检查你的答案。,6-Jan,6,1/216,216,B
189,求数据集 18、9、9、10、11、14、30、19 的均值。,9,15,30,11,B
